0 0 1 0.491123 0.356822 0.794654 
0.894427 0 0.447214 0.491123 0.356822 0.794654 
0.276393 0.850651 0.447214 0.491123 0.356822 0.794654 
0 0 1 -0.187592 0.57735 0.794654 
0.276393 0.850651 0.447214 -0.187592 0.57735 0.794654 
-0.723607 0.525731 0.447214 -0.187592 0.57735 0.794654 
0 0 1 -0.607062 0 0.794654 
-0.723607 0.525731 0.447214 -0.607062 0 0.794654 
-0.723607 -0.525731 0.447214 -0.607062 0 0.794654 
0 0 1 -0.187592 -0.57735 0.794654 
-0.723607 -0.525731 0.447214 -0.187592 -0.57735 0.794654 
0.276393 -0.850651 0.447214 -0.187592 -0.57735 0.794654 
0 0 1 0.491123 -0.356822 0.794654 
0.276393 -0.850651 0.447214 0.491123 -0.356822 0.794654 
0.894427 0 0.447214 0.491123 -0.356822 0.794654 
0.894427 0 0.447214 0.794654 0.57735 0.187592 
0.723607 0.525731 -0.447214 0.794654 0.57735 0.187592 
0.276393 0.850651 0.447214 0.794654 0.57735 0.187592 
0.276393 0.850651 0.447214 -0.303531 0.934172 0.187592 
-0.276393 0.850651 -0.447214 -0.303531 0.934172 0.187592 
-0.723607 0.525731 0.447214 -0.303531 0.934172 0.187592 
-0.723607 0.525731 0.447214 -0.982247 0 0.187592 
-0.894427 1.09536e-16 -0.447214 -0.982247 0 0.187592 
-0.723607 -0.525731 0.447214 -0.982247 0 0.187592 
-0.723607 -0.525731 0.447214 -0.303531 -0.934172 0.187592 
-0.276393 -0.850651 -0.447214 -0.303531 -0.934172 0.187592 
0.276393 -0.850651 0.447214 -0.303531 -0.934172 0.187592 
0.276393 -0.850651 0.447214 0.794654 -0.57735 0.187592 
0.723607 -0.525731 -0.447214 0.794654 -0.57735 0.187592 
0.894427 0 0.447214 0.794654 -0.57735 0.187592 
0.276393 0.850651 0.447214 0.303531 0.934172 -0.187592 
0.723607 0.525731 -0.447214 0.303531 0.934172 -0.187592 
-0.276393 0.850651 -0.447214 0.303531 0.934172 -0.187592 
-0.723607 0.525731 0.447214 -0.794654 0.57735 -0.187592 
-0.276393 0.850651 -0.447214 -0.794654 0.57735 -0.187592 
-0.894427 1.09536e-16 -0.447214 -0.794654 0.57735 -0.187592 
-0.723607 -0.525731 0.447214 -0.794654 -0.57735 -0.187592 
-0.894427 1.09536e-16 -0.447214 -0.794654 -0.57735 -0.187592 
-0.276393 -0.850651 -0.447214 -0.794654 -0.57735 -0.187592 
0.276393 -0.850651 0.447214 0.303531 -0.934172 -0.187592 
-0.276393 -0.850651 -0.447214 0.303531 -0.934172 -0.187592 
0.723607 -0.525731 -0.447214 0.303531 -0.934172 -0.187592 
0.894427 0 0.447214 0.982247 0 -0.187592 
0.723607 -0.525731 -0.447214 0.982247 0 -0.187592 
0.723607 0.525731 -0.447214 0.982247 0 -0.187592 
0 0 -1 0.187592 0.57735 -0.794654 
-0.276393 0.850651 -0.447214 0.187592 0.57735 -0.794654 
0.723607 0.525731 -0.447214 0.187592 0.57735 -0.794654 
0 0 -1 -0.491123 0.356822 -0.794654 
-0.894427 1.09536e-16 -0.447214 -0.491123 0.356822 -0.794654 
-0.276393 0.850651 -0.447214 -0.491123 0.356822 -0.794654 
0 0 -1 -0.491123 -0.356822 -0.794654 
-0.276393 -0.850651 -0.447214 -0.491123 -0.356822 -0.794654 
-0.894427 1.09536e-16 -0.447214 -0.491123 -0.356822 -0.794654 
0 0 -1 0.187592 -0.57735 -0.794654 
0.723607 -0.525731 -0.447214 0.187592 -0.57735 -0.794654 
-0.276393 -0.850651 -0.447214 0.187592 -0.57735 -0.794654 
0 0 -1 0.607062 0 -0.794654 
0.723607 0.525731 -0.447214 0.607062 0 -0.794654 
0.723607 -0.525731 -0.447214 0.607062 0 -0.794654 
